state,county,population,lat,long
MT,Carter,1238,45.567062,-104.538984
MT,Cascade,81643,47.2611155,-111.341797
MT,Chouteau,5745,47.8609085,-110.4710255
MT,Custer,11586,46.323737,-105.462357
MT,Daniels,1747,48.7814035,-105.5626115
MT,Dawson,8680,47.32582,-104.8560375
MT,Deer Lodge,9131,46.0124215,-113.037969
MT,Fallon,2920,46.2834485,-104.474954
MT,Fergus,11113,47.24839,-109.2630165
MT,Garfield,1268,47.4141335,-107.02452
MT,Glacier,13747,48.6541455,-113.126264
MT,Golden Valley,826,46.397747,-109.2167095
MT,Granite,3378,46.3859075,-113.452452
MT,Hill,16347,48.5666115,-110.110217
MT,Jefferson,12097,46.158687,-112.1289045
MT,Judith Basin,1952,47.044946,-110.267156
MT,Lake,30250,47.5950515,-114.101436
MT,Liberty,2430,48.5653875,-111.075926
MT,Lincoln,19794,48.4538305,-115.330964
MT,McCone,1675,47.595436,-105.812306
MT,Meagher,1866,46.636197,-110.9657035
MT,Mineral,4316,47.0969245,-115.0754655
MT,Musselshell,4651,46.444194,-108.395508
MT,Park,16736,45.5923225,-110.4224055
MT,Petroleum,513,47.173854,-108.282233
MT,Phillips,4074,48.2253285,-108.035443
MT,Pondera,5972,48.2341245,-112.3789825
MT,Powder River,1716,45.3911235,-105.630556
MT,Powell,6968,46.93311,-112.880099
MT,Prairie,1087,46.861096,-105.3452715
MT,Richland,10913,47.7458535,-104.638271
MT,Rosebud,9063,46.0188375,-106.9918455
MT,Sanders,11844,47.682343,-115.118263
MT,Sheridan,3424,48.694558,-104.552364
MT,Stillwater,9534,45.6497295,-109.453258
MT,Sweet Grass,3710,45.6963105,-109.8550005
MT,Teton,6162,47.816303,-112.2126945
MT,Toole,4853,48.6091665,-111.7318485
MT,Treasure,679,46.176214,-107.3387635
MT,Valley,7437,48.3306625,-106.6096155
MT,Wheatland,2236,46.4860435,-109.834929
MT,Wibaux,1034,47.019576,-104.3259025
SC,Richland,414576,34.0059985,-80.972544
SC,Greenville,514213,34.849702,-82.455628
SC,Beaufort,188715,32.3920565,-80.721542
SC,Lexington,295032,33.925262,-81.2482265
SC,Anderson,200482,34.5141315,-82.6531055
SC,Horry,344147,33.9355835,-78.9354445
SC,Greenwood,70741,34.181443,-82.1013845
SC,Orangeburg,86934,33.4420305,-80.797599
SC,Sumter,106512,33.9063035,-80.2683755
SC,Darlington,66802,34.310535,-79.973228
SC,York,274118,34.9928175,-81.179401
SC,Abbeville,24541,34.2489695,-82.4905485
SC,Aiken,169401,33.537676,-81.5998485
SC,Berkeley,221091,33.162452,-79.904275
SC,Calhoun,14520,33.673043,-80.7778705
SC,Clarendon,33700,33.688693,-80.205384
SC,Colleton,37660,32.8258745,-80.6659285
SC,Dillon,30599,34.4259745,-79.352291
SC,Dorchester,160647,33.0763415,-80.434662
SC,Edgefield,27052,33.754501,-81.917373
SC,Fairfield,22402,34.3732905,-81.0987355
SC,Florence,138159,34.0402735,-79.696915
SC,Lee,17142,34.159143,-80.240956
SC,Marlboro,26398,34.5522745,-79.6923275
SC,Newberry,38520,34.30257,-81.630965
SC,Saluda,20544,34.0010615,-81.741122
SC,Allendale,8903,32.951466,-81.3482945
SC,Bamberg,14275,33.233315,-81.012858
SC,Barnwell,21112,33.2916845,-81.482767
SC,Cherokee,57078,35.0116965,-81.620516
SC,Chester,32251,34.6823275,-81.173933
SC,Chesterfield,45754,34.591844,-80.1707055
SC,Georgetown,62249,33.4449645,-79.339747
SC,Hampton,19351,32.791535,-81.126913
SC,Jasper,28971,32.393829,-81.051263
SC,Laurens,66994,34.494351,-81.979048
SC,McCormick,9410,33.8355325,-82.319809
SC,Marion,31039,33.997411,-79.3442495
SC,Oconee,78374,34.7640765,-83.088026
SC,Pickens,124937,34.854406,-82.711132
SC,Union,27410,34.6788055,-81.634948
SC,Williamsburg,30606,33.598341,-79.709369
WV,Jackson,28706,38.824874,-81.706617
WV,Jefferson,56811,39.3159145,-77.8767365
WV,Kanawha,180454,38.2972175,-81.554655
WV,Marshall,30785,39.8770845,-80.694412
WV,Mercer,59131,37.415795,-81.1058035
WV,Monongalia,106420,39.578469,-80.0925805
WV,Putnam,56682,38.4754095,-81.880455
WV,Tucker,6955,39.1179535,-79.5662785
WV,Barbour,16535,39.12341,-80.018451
WV,Berkeley,117123,39.4426275,-78.0261605
WV,Boone,21951,37.996957,-81.713819
WV,Braxton,14089,38.705606,-80.7393255
WV,Brooke,22203,40.2797135,-80.5998995
WV,Cabell,93224,38.4135225,-82.277402
WV,Calhoun,7254,38.827282,-81.131681
WV,Clay,8632,38.4657775,-81.050648
WV,Doddridge,8406,39.2708465,-80.7197745
WV,Fayette,43018,38.0413175,-81.064793
WV,Gilmer,8026,38.9136495,-80.8312565
WV,Grant,11626,39.071152,-79.2335365
WV,Greenbrier,34786,37.9768865,-80.4268625
WV,Hampshire,23347,39.314071,-78.659428
WV,Hancock,29094,40.516904,-80.5928235
WV,Hardy,13775,38.9995185,-78.821214
WV,Harrison,67554,39.285204,-80.385344
WV,Lewis,16024,38.947605,-80.5142675
WV,Lincoln,20599,38.159036,-82.0540495
WV,Logan,32607,37.8329815,-81.902213
WV,McDowell,18223,37.3751965,-81.6538895
WV,Marion,56097,39.513452,-80.2164815
WV,Mason,26718,38.7523125,-81.9972045
WV,Mineral,26940,39.4430555,-78.9648485
WV,Mingo,23785,37.7434935,-82.1080105
WV,Monroe,13280,37.5520295,-80.5397285
WV,Morgan,17787,39.5436,-78.2455205
WV,Nicholas,24842,38.318389,-80.834075
WV,Ohio,41755,40.100988,-80.628782
WV,Pendleton,6997,38.6846925,-79.353164
WV,Pleasants,7507,39.37238,-81.1895535
WV,Pocahontas,8414,38.3881385,-79.9912895
WV,Preston,33839,39.4580755,-79.688159
WV,Raleigh,74254,37.7482235,-81.222831
WV,Randolph,28823,38.75338,-79.8148125
WV,Ritchie,9721,39.198952,-81.0700025
WV,Roane,13932,38.7317375,-81.3151705
WV,Summers,12760,37.648608,-80.877538
WV,Taylor,16862,39.3453575,-80.04857
WV,Tyler,8746,39.450612,-80.8700505
WV,Upshur,24415,38.898544,-80.2269845
WV,Wayne,39944,38.1321145,-82.4227085
WV,Webster,8285,38.482507,-80.431111
WV,Wetzel,15270,39.5752615,-80.669515
WV,Wirt,5830,39.0406025,-81.371951
WV,Wood,84203,39.2182765,-81.4978655
WV,Wyoming,20786,37.6060385,-81.53903
